FullName,NativeCountry,Gender,Age,MaritalStatus,EconomicStatus,IndustrialGroup,HighestEducationCompleted,FieldOfStudy,County
Robyn O'Brien,Ireland,female,32,Single,Unemployed having lost or given up previous job,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Honours bachelor degree/professional qualification or both,Management and administration,Cork County
Kieran O'Neill,Ireland,male,17,Single,Student or pupil,Water supply; sewerage/waste management and remediation activities (E),Upper secondary,Education and teacher training,Cork County
roxy LUPEI ,Romania,female,61,Married (first marriage),Employee,Financial and insurance activities (K),Upper secondary,Computer use,North Tipperary
Mia O'Neill,Ireland,female,37,Married (first marriage),Student or pupil,Manufacturing (C),Primary,Education and teacher training,Offaly
Aisling O'Sullivan,Ireland,female,24,Single,Student or pupil,Agriculture/forestry and fishing (A),Honours bachelor degree/professional qualification or both,Other engineering/manufacturing and construction,Cork City
Hannah O'Neill,Ireland,female,27,Single,Employee,Information and communication (J),Honours bachelor degree/professional qualification or both,Audio-visual techniques and media production,Dublin City
Isabelle Doyle,Ireland,female,36,Single,Employee,Education (P),Higher certificate,Accounting and taxation,Dun Laoghaire-Rathdown
Zoe McCarthy,Ireland,female,49,Married (first marriage),Employer or own account worker,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Advanced certificate/completed apprenticeship,Medicine,Clare
Clodagh O'Brien,Ireland,female,22,Single,Student or pupil,Education (P),Lower secondary,Hotel/restaurant and catering,Fingal
Rachel O'Ryan,Ireland,female,40,Married (first marriage),Employee,Education (P),Ordinary bachelor degree/professional qualification or both,Other social sciences/business and law subjects,Meath
James O'Neill,Ireland,male,40,Married (first marriage),Unemployed having lost or given up previous job,Manufacturing (C),Upper secondary,Business and administration (broad programmes),Dublin City
Piotr Babinski,Poland,male,31,Single,Looking after home/family,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Honours bachelor degree/professional qualification or both,Hair and beauty services,Fingal
Lena Moore,Ireland,female,19,Single,Student or pupil,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Music and performing arts,South Dublin
Sophie Doyle,Ireland,female,47,Married (first marriage),Looking after home/family,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Postgraduate diploma or degree,Other humanities,North Tipperary
Ross O'Ryan,Ireland,male,38,Married (first marriage),Employee,Financial and insurance activities (K),Lower secondary,Other subjects,Kildare
Eimear O'Brien,Ireland,female,39,Married (first marriage),Employee,Education (P),Upper secondary,Economics,Mayo
Ellie Murphy,Ireland,female,38,Single,Employee,Education (P),Higher certificate,Nursing and caring,Carlow
Daniel O'Sullivan,Ireland,male,49,Separated (including deserted),Employee,Public administration and defence; compulsory social security (O),Upper secondary,Electricity and energy,Dublin City
Anina De Vries,Netherlands,female,23,Single,Employee,Financial and insurance activities (K),Lower secondary,Secretarial and office work,Cavan
Lucy McCarthy,Ireland,female,38,Single,Employee,Administrative and support service activities (N),Upper secondary,Law,Donegal
Noah Doherty,Ireland,male,22,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Other arts,Donegal
Elizabeth O'Sullivan,Ireland,female,15,Single,Student or pupil,Human health and social work activities (Q),Primary,Hotel/restaurant and catering,Galway City
Meabh O'Reilly,Ireland,female,30,Single,Looking after home/family,Education (P),Postgraduate diploma or degree,Business and administration (broad programmes),Roscommon
Kausalya Venkatesan,India,female,79,Widowed,Employer or own account worker,Public administration and defence; compulsory social security (O),Primary,Education and teacher training,Dublin City
Lily O'Sullivan,Ireland,female,50,Married (first marriage),Employee,Human health and social work activities (Q),Ordinary bachelor degree/professional qualification or both,Physical sciences (physics/chemistry/earth science),Galway City
Adam Murphy,Ireland,male,41,Married (first marriage),Employee,Construction (F),Honours bachelor degree/professional qualification or both,Hotel/restaurant and catering,Dublin City
Seamus Gallagher,Ireland,male,54,Single,Looking after home/family,Construction (F),Lower secondary,Other health and welfare,Louth
David O'Kelly,Ireland,male,52,Married (first marriage),Unable to work due to permanent sickness or disability,Manufacturing (C),Lower secondary,Other engineering/manufacturing and construction,Offaly
Eoghan Kelly,Ireland,male,25,Single,Employee,Administrative and support service activities (N),Upper secondary,Education and teacher training,Dublin City
Amelia Gallagher,Ireland,female,30,Single,Employee,Human health and social work activities (Q),Primary,Nursing and caring,Waterford City
sean Morales,Philippines,male,48,Married (first marriage),Employee,Accommodation and food service activities (I),Higher certificate,Building and civil engineering,Fingal
John O'Ryan,Ireland,male,71,Married (first marriage),Retired,Industry not stated,Primary,Engineering and engineering trades (broad programmes),North Tipperary
Hannah Kelly,Ireland,female,40,Married (first marriage),Employer or own account worker,Manufacturing (C),Upper secondary,Education and teacher training,Kerry
Callum O'Sullivan,Ireland,male,66,Widowed,Employer or own account worker,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Education and teacher training,Roscommon
Caitlin O'Sullivan,Ireland,female,65,Married (first marriage),Retired,Industry not stated,Technical/vocational,Education and teacher training,Donegal
Chloe O'Sullivan,Ireland,female,74,Married (first marriage),Retired,Industry not stated,Primary,Computer use,Kilkenny
Luke O'Sullivan,Ireland,male,29,Single,Student or pupil,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Other personal services,Dun Laoghaire-Rathdown
Emily O'Byrne,Ireland,female,16,Single,Student or pupil,Human health and social work activities (Q),Upper secondary,Biology and biochemistry,Laois
Cara McCarthy,Ireland,female,53,Divorced,Unable to work due to permanent sickness or disability,Manufacturing (C),Lower secondary,Other health and welfare,Westmeath
Aidan O'Moore,Ireland,male,42,Married (first marriage),Unemployed having lost or given up previous job,Agriculture/forestry and fishing (A),Honours bachelor degree/professional qualification or both,History and archaeology,Sligo
Ruth O'Gallagher,Ireland,female,52,Married (first marriage),Unemployed having lost or given up previous job,Education (P),Upper secondary,Accounting and taxation,Meath
Eoin Moore,Ireland,male,39,Married (first marriage),Employee,Manufacturing (C),Honours bachelor degree/professional qualification or both,Building and civil engineering,Fingal
Daniel O'Brien,Ireland,male,45,Married (first marriage),Employer or own account worker,Electricity/gas/steam and air conditioning supply (D),Technical/vocational,Building and civil engineering,Dun Laoghaire-Rathdown
Hannah Murphy,Ireland,female,62,Married (first marriage),Looking after home/family,Administrative and support service activities (N),Lower secondary,Other health and welfare,Fingal
Joseph O'Sullivan,Ireland,male,59,Married (first marriage),Employer or own account worker,Manufacturing (C),Postgraduate diploma or degree,Other agriculture and veterinary,Offaly
Daniel O'Ryan,Ireland,male,39,Single,Employer or own account worker,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Postgraduate diploma or degree,Electricity and energy,Galway County
Daisy O'Brien,Ireland,female,34,Married (first marriage),Employee,Human health and social work activities (Q),Ordinary bachelor degree/professional qualification or both,Other health and welfare,Galway County
Charlie O'Brien,Ireland,male,76,Married (first marriage),Retired,Industry not stated,Honours bachelor degree/professional qualification or both,Music and performing arts,Fingal
Rebecca Ryan,Ireland,female,15,Single,Student or pupil,Education (P),Upper secondary,Law,South Dublin
frederik Nielsen,Denmark,male,23,Single,Employee,Manufacturing (C),Lower secondary,Other engineering/manufacturing and construction,South Dublin
Ava Quinn,Ireland,female,46,Married (first marriage),Employer or own account worker,Information and communication (J),Higher certificate,Nursing and caring,Donegal
Indra Tambe,India,male,76,Widowed,Retired,Industry not stated,Primary,Electricity and energy,Cork City
Dylan Murphy,Ireland,male,55,Single,Retired,Industry not stated,Upper secondary,Crop and livestock production,Dublin City
Kumari Chattopadhyay,India,female,58,Separated (including deserted),Employer or own account worker,Human health and social work activities (Q),Ordinary bachelor degree/professional qualification or both,Education and teacher training,Meath
Rhys O'Sullivan,Ireland,male,48,Divorced,Unemployed having lost or given up previous job,Agriculture/forestry and fishing (A),Honours bachelor degree/professional qualification or both,Crop and livestock production,Wexford
Patrick O'Neill,Ireland,male,69,Married (first marriage),Looking after home/family,Mining and quarrying (B),Primary,Accounting and taxation,Monaghan
Niall Moore,Ireland,male,32,Married (first marriage),Employee,Construction (F),Postgraduate diploma or degree,Motor vehicles/ships and aircraft,Wexford
Shay O'Brien,Ireland,male,17,Single,Student or pupil,Public administration and defence; compulsory social security (O),Upper secondary,Building and civil engineering,Galway County
Olivia O'Brien,Ireland,female,43,Married (first marriage),Unemployed having lost or given up previous job,Public administration and defence; compulsory social security (O),Honours bachelor degree/professional qualification or both,Accounting and taxation,Galway City
Joshua Moore,Ireland,male,32,Single,Unemployed looking for first regular job,Other service activities (S),Upper secondary,Crop and livestock production,Laois
Odhran O'Reilly,Ireland,male,34,Married (first marriage),Looking after home/family,Manufacturing (C),Lower secondary,Music and performing arts,South Dublin
Sofia McCarthy,Ireland,female,62,Married (first marriage),Retired,Industry not stated,Upper secondary,Education and teacher training,Galway County
