FullName,NativeCountry,Gender,Age,MaritalStatus,EconomicStatus,IndustrialGroup,HighestEducationCompleted,FieldOfStudy,County
Alexander O'Ryan,Ireland,male,15,Single,Student or pupil,Transportation and storage (H),Lower secondary,Crop and livestock production,Dun Laoghaire-Rathdown
Clodagh O'Neill,Ireland,female,34,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Higher certificate,Economics,Meath
Saoirse O'Neill,Ireland,female,32,Single,Employee,Manufacturing (C),Honours bachelor degree/professional qualification or both,Other science/mathematics and computing,Cavan
Hazel O'Sullivan,Ireland,female,76,Married (first marriage),Unable to work due to permanent sickness or disability,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Nursing and caring,Leitrim
Abigail O'Reilly,Ireland,female,60,Married (first marriage),Employee,Other service activities (S),Primary,Education and teacher training,South Tipperary
Molly O'Sullivan,Ireland,female,24,Single,Employee,Manufacturing (C),Upper secondary,Music and performing arts,Wexford
Chloe Murphy,Ireland,female,65,Married (first marriage),Retired,Industry not stated,Lower secondary,Other social sciences/business and law subjects,Dublin City
Rian O'Moore,Ireland,male,31,Married (first marriage),Employee,Public administration and defence; compulsory social security (O),Technical/vocational,Building and civil engineering,Dun Laoghaire-Rathdown
Adrian Garcia,Spain,male,78,Married (first marriage),Looking after home/family,Accommodation and food service activities (I),Primary,Audio-visual techniques and media production,Kilkenny
Clodagh O'Neill,Ireland,female,47,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Higher certificate,Nursing and caring,Clare
Patrick Murphy,Ireland,male,35,Single,Employer or own account worker,Manufacturing (C),Lower secondary,Other engineering/manufacturing and construction,Dun Laoghaire-Rathdown
Karol Dembski,Poland,male,26,Single,Employer or own account worker,Information and communication (J),Postgraduate diploma or degree,Other arts,Fingal
Sophie Murray,Ireland,female,18,Single,Student or pupil,Administrative and support service activities (N),Upper secondary,Education and teacher training,Dublin City
Callum O'Quinn,Ireland,male,20,Single,Student or pupil,Manufacturing (C),Upper secondary,Music and performing arts,Dun Laoghaire-Rathdown
Emma O'Sullivan,Ireland,female,51,Married (first marriage),Employee,Transportation and storage (H),Advanced certificate/completed apprenticeship,Audio-visual techniques and media production,Dublin City
Sadhbh O'Neill,Ireland,female,22,Single,Employee,Public administration and defence; compulsory social security (O),Honours bachelor degree/professional qualification or both,Accounting and taxation,Offaly
Ryan O'Byrne,Ireland,male,37,Married (first marriage),Employee,Education (P),Ordinary bachelor degree/professional qualification or both,Other engineering/manufacturing and construction,South Tipperary
Sam Lynch,Ireland,male,66,Widowed,Retired,Industry not stated,Postgraduate diploma or degree,Mechanics and metalwork,Clare
Tadhg McCarthy,Ireland,male,42,Married (first marriage),Employee,Construction (F),Postgraduate diploma or degree,Building and civil engineering,South Dublin
Rachel O'Neill,Ireland,female,29,Single,Assisting relative,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Mother tongue,Galway County
Samuel O'Reilly,Ireland,male,45,Divorced,Looking after home/family,Agriculture/forestry and fishing (A),Postgraduate diploma or degree,Audio-visual techniques and media production,Cork City
Szymon Antol,Poland,male,16,Single,Student or pupil,Manufacturing (C),Lower secondary,Computer science,Monaghan
Oscar Murphy,Ireland,male,46,Married (first marriage),Employer or own account worker,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Other personal services,Dublin City
Jesper Bengtsson,Sweden,male,53,Re-married (following dissolution of previous marriage),Employee,Accommodation and food service activities (I),Lower secondary,Engineering and engineering trades (broad programmes),Sligo
Samuel O'Neill,Ireland,male,38,Separated (including deserted),Employee,Education (P),Ordinary bachelor degree/professional qualification or both,Crop and livestock production,South Tipperary
Ruby O'Sullivan,Ireland,female,48,Single,Employee,Human health and social work activities (Q),Advanced certificate/completed apprenticeship,Other science/mathematics and computing,Sligo
Franca Esposito,Italy,female,43,Married (first marriage),Employee,Human health and social work activities (Q),Postgraduate diploma or degree,Other social sciences/business and law subjects,Fingal
Samuel O'Neill,Ireland,male,27,Single,Employee,Manufacturing (C),Primary,Other humanities,Cork County
Ricsi Balik,Hungary,male,56,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Primary,Secretarial and office work,South Dublin
Max Gallagher,Ireland,male,21,Single,Looking after home/family,Manufacturing (C),Lower secondary,Management and administration,South Dublin
Marcia Reyes,Philippines,female,19,Single,Student or pupil,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Technical/vocational,Computer use,South Dublin
Eve O'Sullivan,Ireland,female,15,Single,Student or pupil,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Secretarial and office work,Monaghan
Katie McCarthy,Ireland,female,46,Married (first marriage),Employee,Other service activities (S),Primary,Other social sciences/business and law subjects,Wicklow
Mary Moore,Ireland,female,62,Married (first marriage),Unemployed having lost or given up previous job,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Primary,Management and administration,Fingal
Lauren O'Neill,Ireland,female,27,Single,Unemployed having lost or given up previous job,Human health and social work activities (Q),Primary,Business and administration (broad programmes),South Dublin
Peter O'Neill,Ireland,male,32,Single,Employee,Financial and insurance activities (K),Technical/vocational,Public security services,Kilkenny
Jamie Moore,Ireland,male,33,Single,Looking after home/family,Administrative and support service activities (N),Lower secondary,Computer use,Cork County
Samuel O'Sullivan,Ireland,male,51,Separated (including deserted),Looking after home/family,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Ordinary bachelor degree/professional qualification or both,Crop and livestock production,Sligo
Jane Doherty,Ireland,female,49,Single,Employee,Education (P),Lower secondary,Hotel/restaurant and catering,Cork County
mami Martins,Niger,female,33,Separated (including deserted),Employee,Manufacturing (C),Advanced certificate/completed apprenticeship,Nursing and caring,Fingal
John Doyle,Ireland,male,59,Single,Looking after home/family,Arts/entertainment and recreation (R),Primary,Other social sciences/business and law subjects,Kildare
Zara O'Neill,Ireland,female,57,Divorced,Employer or own account worker,Education (P),Lower secondary,Education and teacher training,Kerry
Chloe O'Neill,Ireland,female,38,Married (first marriage),Looking after home/family,Manufacturing (C),Upper secondary,Hotel/restaurant and catering,Cork County
Jamie O'Neill,Ireland,male,67,Widowed,Employer or own account worker,Manufacturing (C),Upper secondary,Building and civil engineering,South Tipperary
Nathan O'Sullivan,Ireland,male,58,Married (first marriage),Employee,Information and communication (J),Primary,Other subjects,Donegal
Maja O'Neill,Ireland,female,17,Single,Student or pupil,Education (P),Primary,Other personal services,South Dublin
Katie Kelly,Ireland,female,15,Single,Unemployed having lost or given up previous job,Human health and social work activities (Q),Upper secondary,Hotel/restaurant and catering,Limerick County
Paul O'Sullivan,Ireland,male,30,Single,Employee,Public administration and defence; compulsory social security (O),Ordinary bachelor degree/professional qualification or both,Engineering and engineering trades (broad programmes),Dublin City
Sarah O'Sullivan,Ireland,female,50,Separated (including deserted),Employee,Financial and insurance activities (K),Upper secondary,Other personal services,South Dublin
Aoife O'Brien,Ireland,female,15,Single,Student or pupil,Human health and social work activities (Q),Upper secondary,Education and teacher training,Fingal
Cillian McCarthy,Ireland,male,50,Married (first marriage),Employee,Information and communication (J),Ordinary bachelor degree/professional qualification or both,Electricity and energy,Mayo
Sophie O'Reilly,Ireland,female,18,Single,Unemployed looking for first regular job,Accommodation and food service activities (I),Lower secondary,Child care and youth services,Wicklow
Chloe O'Byrne,Ireland,female,25,Single,Employee,Information and communication (J),Postgraduate diploma or degree,Computer science,Dublin City
Amanda Li,China,female,52,Separated (including deserted),Employee,Human health and social work activities (Q),Doctorate (Ph.D),Other health and welfare,Cork County
Gowri Patel,India,female,30,Single,Employee,Administrative and support service activities (N),Higher certificate,Hotel/restaurant and catering,Mayo
Aoibhinn O'Neill,Ireland,female,32,Married (first marriage),Employee,Financial and insurance activities (K),Technical/vocational,Computer science,Dublin City
Alannah O'Brien,Ireland,female,39,Single,Employee,Human health and social work activities (Q),Honours bachelor degree/professional qualification or both,Education and teacher training,Limerick City
Jamie O'Reilly,Ireland,male,57,Married (first marriage),Employee,Construction (F),Lower secondary,Building and civil engineering,Dublin City
ismael Eze,Niger,male,18,Single,Student or pupil,Agriculture/forestry and fishing (A),Lower secondary,Marketing and advertising,Fingal
Paulina Draus,Poland,female,80,Married (first marriage),Retired,Industry not stated,Primary,Medicine,Kerry
Daniel O'Gallagher,Ireland,male,61,Married (first marriage),Employee,Manufacturing (C),Lower secondary,Building and civil engineering,Cork County
