FullName,NativeCountry,Gender,Age,MaritalStatus,EconomicStatus,IndustrialGroup,HighestEducationCompleted,FieldOfStudy,County
Isabelle Murphy,Ireland,female,36,Single,Employee,Financial and insurance activities (K),Higher certificate,Other health and welfare,Dublin City
Caoimhe O'Byrne,Ireland,female,43,Separated (including deserted),Looking after home/family,Accommodation and food service activities (I),Advanced certificate/completed apprenticeship,Education and teacher training,Donegal
Callum O'Neill,Ireland,male,15,Single,Student or pupil,Manufacturing (C),Lower secondary,Law,Fingal
Leah O'Neill,Ireland,female,18,Single,Student or pupil,Manufacturing (C),Upper secondary,Crop and livestock production,Wexford
Daniel O'Kelly,Ireland,male,40,Married (first marriage),Unemployed having lost or given up previous job,Other service activities (S),Advanced certificate/completed apprenticeship,Other science/mathematics and computing,Dun Laoghaire-Rathdown
Leah O'Sullivan,Ireland,female,27,Single,Employee,Accommodation and food service activities (I),Upper secondary,Economics,Wicklow
Jonathan McCarthy,Ireland,male,72,Re-married (following dissolution of previous marriage),Retired,Industry not stated,Advanced certificate/completed apprenticeship,Crop and livestock production,Westmeath
Emily McCarthy,Ireland,female,29,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Other agriculture and veterinary,Fingal
Leah Lynch,Ireland,female,71,Married (first marriage),Unable to work due to permanent sickness or disability,Agriculture/forestry and fishing (A),Lower secondary,Other social sciences/business and law subjects,Limerick City
Finn O'Neill,Ireland,male,21,Single,Employee,Accommodation and food service activities (I),Ordinary bachelor degree/professional qualification or both,Psychology,Laois
Louise Murray,Ireland,female,25,Married (first marriage),Employee,Information and communication (J),Postgraduate diploma or degree,Other social sciences/business and law subjects,Westmeath
Alex O'Kelly,Ireland,male,59,Married (first marriage),Retired,Industry not stated,Primary,Building and civil engineering,Galway County
Dara Murphy,Ireland,male,19,Single,Student or pupil,Human health and social work activities (Q),Upper secondary,Other engineering/manufacturing and construction,Clare
MAHAMANE Okafor,Niger,male,45,Married (first marriage),Unable to work due to permanent sickness or disability,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Accounting and taxation,Offaly
Hannah O'Sullivan,Ireland,female,38,Married (first marriage),Employer or own account worker,Information and communication (J),Honours bachelor degree/professional qualification or both,Business and administration (broad programmes),Fingal
Alicia O'Sullivan,Ireland,female,40,Divorced,Employee,Human health and social work activities (Q),Upper secondary,Education and teacher training,South Dublin
Aoife McCarthy,Ireland,female,35,Single,Employee,Financial and insurance activities (K),Postgraduate diploma or degree,Business and administration (broad programmes),Galway City
Ryan O'Moore,Ireland,male,25,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Technical/vocational,Other agriculture and veterinary,Dun Laoghaire-Rathdown
Callum O'Neill,Ireland,male,77,Married (first marriage),Retired,Industry not stated,Lower secondary,Education and teacher training,Galway County
Max Murphy,Ireland,male,53,Married (first marriage),Employer or own account worker,Transportation and storage (H),Lower secondary,Accounting and taxation,Dublin City
Sophia Lynch,Ireland,female,59,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Education and teacher training,Roscommon
Ciara McCarthy,Ireland,female,49,Single,Student or pupil,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Postgraduate diploma or degree,Nursing and caring,South Dublin
Jakub Murphy,Ireland,male,37,Married (first marriage),Unemployed having lost or given up previous job,Education (P),Honours bachelor degree/professional qualification or both,Other health and welfare,Kildare
Oisin O'Brien,Ireland,male,26,Single,Unemployed having lost or given up previous job,Agriculture/forestry and fishing (A),Honours bachelor degree/professional qualification or both,Accounting and taxation,Dublin City
Ava O'Byrne,Ireland,female,42,Divorced,Looking after home/family,Education (P),Upper secondary,Other health and welfare,Kildare
Nicole O'Brien,Ireland,female,32,Single,Unemployed having lost or given up previous job,Electricity/gas/steam and air conditioning supply (D),Upper secondary,Other science/mathematics and computing,Wicklow
Holly O'Sullivan,Ireland,female,40,Married (first marriage),Employee,Financial and insurance activities (K),Honours bachelor degree/professional qualification or both,Marketing and advertising,Fingal
Saoirse Kelly,Ireland,female,22,Single,Student or pupil,Administrative and support service activities (N),Higher certificate,Engineering and engineering trades (broad programmes),Cork County
Sean McCarthy,Ireland,male,37,Single,Looking after home/family,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Higher certificate,Computer use,Clare
bako Lawal,Niger,female,30,Single,Employee,Education (P),Lower secondary,Physical sciences (physics/chemistry/earth science),Cork County
Bobby O'Sullivan,Ireland,male,67,Married (first marriage),Retired,Industry not stated,Upper secondary,Building and civil engineering,Kerry
Aidan O'Neill,Ireland,male,24,Single,Unemployed having lost or given up previous job,Manufacturing (C),Upper secondary,Physical sciences (physics/chemistry/earth science),Cork City
Ciara McCarthy,Ireland,female,51,Single,Unemployed having lost or given up previous job,Administrative and support service activities (N),Technical/vocational,Social work and counselling,Louth
Aoife O'Brien,Ireland,female,37,Married (first marriage),Employee,Education (P),Lower secondary,Industrial security services,Cork County
Chloe O'Brien,Ireland,female,77,Married (first marriage),Retired,Industry not stated,Lower secondary,Crop and livestock production,Galway County
Mia O'Ryan,Ireland,female,31,Separated (including deserted),Looking after home/family,Human health and social work activities (Q),Ordinary bachelor degree/professional qualification or both,Accounting and taxation,Kildare
Nathan Murphy,Ireland,male,34,Married (first marriage),Employee,Professional/scientific and technical activities (M),Doctorate (Ph.D),Economics,Cork County
Sophie O'Brien,Ireland,female,48,Divorced,Employee,Administrative and support service activities (N),Upper secondary,Hotel/restaurant and catering,South Dublin
Hollie O'Neill,Ireland,female,17,Single,Student or pupil,Professional/scientific and technical activities (M),Technical/vocational,Crop and livestock production,Offaly
Eve Murphy,Ireland,female,24,Single,Student or pupil,Arts/entertainment and recreation (R),Lower secondary,Education and teacher training,Clare
Anna Banaszek,Poland,female,42,Married (first marriage),Employee,Human health and social work activities (Q),Ordinary bachelor degree/professional qualification or both,Computer science,Waterford County
Cheskka del Rosario,Philippines,female,21,Single,Student or pupil,Human health and social work activities (Q),Technical/vocational,Audio-visual techniques and media production,South Dublin
Melissa O'Brien,Ireland,female,51,Married (first marriage),Employee,Human health and social work activities (Q),Upper secondary,Education and teacher training,South Dublin
Michael O'Kelly,Ireland,male,56,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Ordinary bachelor degree/professional qualification or both,Engineering and engineering trades (broad programmes),Wicklow
Alan Murphy,Ireland,male,47,Married (first marriage),Unable to work due to permanent sickness or disability,Education (P),Lower secondary,Accounting and taxation,Wexford
Lily O'Kelly,Ireland,female,37,Single,Employee,Accommodation and food service activities (I),Technical/vocational,Nursing and caring,Wexford
Nicole O'Sullivan,Ireland,female,24,Married (first marriage),Employee,Human health and social work activities (Q),Technical/vocational,Business and administration (broad programmes),Galway City
Leah Quinn,Ireland,female,47,Divorced,Unable to work due to permanent sickness or disability,Education (P),Honours bachelor degree/professional qualification or both,Marketing and advertising,Clare
Lilly O'Sullivan,Ireland,female,46,Married (first marriage),Employee,Manufacturing (C),Ordinary bachelor degree/professional qualification or both,Nursing and caring,Dun Laoghaire-Rathdown
Sean O'Sullivan,Ireland,male,50,Separated (including deserted),Looking after home/family,Transportation and storage (H),Technical/vocational,Computer science,Cork County
Jamie O'Brien,Ireland,male,27,Single,Employee,Public administration and defence; compulsory social security (O),Technical/vocational,Other agriculture and veterinary,Sligo
Sophie O'Brien,Ireland,female,45,Married (first marriage),Employee,Human health and social work activities (Q),Lower secondary,Biology and biochemistry,Dun Laoghaire-Rathdown
Eabha O'Reilly,Ireland,female,62,Married (first marriage),Employee,Education (P),Lower secondary,Education and teacher training,Sligo
Jake Murphy,Ireland,male,25,Married (first marriage),Employee,Information and communication (J),Higher certificate,Building and civil engineering,Dublin City
Ryan Johnson,Australia,male,68,Married (first marriage),Retired,Industry not stated,Lower secondary,Other health and welfare,Cork City
Rebecca Walsh,Ireland,female,61,Single,Looking after home/family,Human health and social work activities (Q),Lower secondary,Education and teacher training,Donegal
Caoimhe McCarthy,Ireland,female,62,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Primary,Hotel/restaurant and catering,Wicklow
